timestamp(ms),XKF1[0].VN,XKF1[0].VE
174729.04,0.16747693717479706,-1.091255784034729
174829.04,0.26233160495758057,-1.0660635232925415
174929.04,0.33984729647636414,-1.040117859840393
175029.04,0.4346248209476471,-0.995214581489563
175129.04,0.5175765156745911,-0.9496333003044128
175229.04,0.6027889847755432,-0.8978829979896545
175329.04,0.6728668212890625,-0.8400037884712219
175429.04,0.7544444799423218,-0.7728416919708252
175529.04,0.8230481147766113,-0.7079460620880127
175629.04,0.8873258829116821,-0.6288499236106873
175729.04,0.9473649859428406,-0.5362371206283569
175829.04,0.9700860977172852,-0.44299107789993286
175929.04,1.001892328262329,-0.3552968502044678
176029.04,1.0461325645446777,-0.2666477859020233
176129.04,1.0824991464614868,-0.16245916485786438
176229.04,1.1042726039886475,-0.0589887872338295
176329.04,1.102933645248413,0.03964465856552124
176429.04,1.0877947807312012,0.13210533559322357
176529.04,1.0823208093643188,0.23836344480514526
176629.04,1.0658620595932007,0.3452792167663574
176729.04,1.0334233045578003,0.4546610116958618
176829.04,0.9901532530784607,0.5611549019813538
176929.04,0.9234240055084229,0.6656746864318848
177029.04,0.8680552840232849,0.7532200217247009
177129.04,0.7895336151123047,0.8225663900375366
177229.04,0.7102419137954712,0.8842394351959229
177329.04,0.6263983845710754,0.9709391593933105
177429.04,0.5289962291717529,1.0356889963150024
177529.04,0.42550984025001526,1.0916754007339478
177629.04,0.3148955702781677,1.1326717138290405
177729.04,0.20739437639713287,1.1482374668121338
177829.04,0.08954007923603058,1.1662813425064087
177929.04,-0.018181372433900833,1.1790622472763062
178029.04,-0.11724578589200974,1.1711546182632446
178129.04,-0.22542795538902283,1.1607284545898438
178229.04,-0.32249677181243896,1.1414425373077393
178329.04,-0.4330870807170868,1.1116161346435547
178429.04,-0.5239455103874207,1.0751032829284668
178529.04,-0.6149477958679199,1.0367106199264526
178629.04,-0.7199627161026001,0.9722638130187988
178729.04,-0.8035694360733032,0.9073727130889893
178829.04,-0.8908298015594482,0.8234919309616089
178929.04,-0.9631617665290833,0.7494105100631714
179029.04,-1.0376065969467163,0.6644561290740967
179129.04,-1.093382477760315,0.5603682994842529
179229.04,-1.1224784851074219,0.4752982258796692
179329.04,-1.1529513597488403,0.36875009536743164
179429.04,-1.1674386262893677,0.2629358172416687
179529.04,-1.1852772235870361,0.1654440015554428
179629.04,-1.2044990062713623,0.06923384219408035
179729.04,-1.208441138267517,-0.04382065683603287
179829.04,-1.1937724351882935,-0.16474436223506927
179929.04,-1.1563918590545654,-0.2730485796928406
180029.04,-1.1140694618225098,-0.3761841356754303
180129.04,-1.0682098865509033,-0.4566090404987335
180229.04,-1.0110235214233398,-0.5444650650024414
180329.04,-0.9727831482887268,-0.6319064497947693
180429.04,-0.9133393168449402,-0.7131745219230652
180529.04,-0.8412941098213196,-0.7932330965995789
180629.04,-0.7537398338317871,-0.8679117560386658
180729.04,-0.6743758320808411,-0.9179751873016357
180829.04,-0.5942168235778809,-0.9654702544212341
180929.04,-0.5063124299049377,-1.0090999603271484
181029.04,-0.4062148630619049,-1.056473731994629
181129.04,-0.33772239089012146,-1.082566499710083
181229.04,-0.23713019490242004,-1.1078752279281616
181329.04,-0.1309521645307541,-1.1055498123168945
181429.04,-0.033027198165655136,-1.0872153043746948
181529.04,0.08532258123159409,-1.0800843238830566
181629.04,0.19621936976909637,-1.083544135093689
181729.04,0.3101162910461426,-1.0677119493484497
